dataset,model,threshold,precision,recall,f1,accuracy,auc_roc,auc_pr,precision_at_threshold,recall_at_threshold,f1_at_threshold
full,random_forest,0.17,0.7182539682539683,0.900497512437811,0.7991169977924945,0.991715976331361,0.9938332263017257,0.8776220139622232,0.7182539682539683,0.900497512437811,0.7991169977920007
full,xgboost,0.38787591457366943,0.7298387096774194,0.900497512437811,0.8062360801781737,0.9920801092398726,0.9953708829738548,0.8999770021176204,0.7298387096774194,0.900497512437811,0.8062360801776791
full,lightgbm,0.24245935814214956,0.7605042016806722,0.900497512437811,0.8246013667425968,0.9929904415111516,0.9940191475855146,0.9095613581025874,0.7605042016806722,0.900497512437811,0.8246013667421003
full,catboost,0.10782817057626455,0.7573221757322176,0.900497512437811,0.8227272727272728,0.9928994082840237,0.9952292506311173,0.8952243646895078,0.7573221757322176,0.900497512437811,0.8227272727267766
